id,date_intervention,rapport,ordre_travail_id,created_at,technicien_id,statut,date_debut,date_fin,updated_at,problem_description,priority,estimated_duration_minutes,required_materials,machine_id,requested_at,approved_by,approved_at,rejection_reason,actual_failure_type,ml_prediction_matched,retrained,machine_category,symptoms,problem_start_time,frequency,operating_state,load_level,temperature,impact,estimated_loss,similar_issue_before,suggested_cause,suggested_priority,risk_score,intervention_type,root_cause_category,root_cause_description,actions_performed,parts_replaced,tools_used,machine_status_after,plan_hypothesis,check_resolved,check_verification_method,act_preventive_actions,act_recommendations
1033,2025-03-25 03:11:58+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1033,2025-03-24 06:11:58+00,18,VALIDATED,2025-03-25 03:11:58+00,2025-03-25 10:11:58+00,2025-03-25 10:11:58+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=6.5K sur Échangeur Thermique / Heat Exchanger. RPM ventilateur: 1202.,CRITIQUE,430,"Pâte thermique Arctic MX-6, nettoyant isopropylique, applicateur",6132,2025-03-24 03:11:58+00,8,2025-03-24 15:11:58+00,"""""",HDF,1,1,THERMIQUE,"Composants déformés par chaleur excessive, traces de brûlure sur PCB",2025-03-23 03:11:58+00,RECURRENT,EN_PRODUCTION,62,306K - Surchauffe,DEGRADATION_QUALITE,6623€,1,Défaillance du système de dissipation thermique,CRITIQUE,90,CORRECTIVE,DEFAILLANCE_THERMIQUE,Obstruction des conduits d'air par accumulation de poussière et résidus de production,Remplacement du dissipateur thermique et vérification de la conductivité thermique,"Filtre HEPA H13, cadre de montage, joint d'étanchéité","Clés Allen, tournevis dynamométrique, pince ampèremétrique",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,MESURE_DELTA_T,Programmer remplacement préventif des ventilateurs tous les 6 mois.,Augmenter la fréquence de nettoyage des filtres. Former les opérateurs à la détection précoce des signes de surchauffe.
1034,2024-07-30 13:55:55+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1034,2024-07-30 06:55:55+00,17,VALIDATED,2024-07-30 13:55:55+00,2024-07-31 07:55:55+00,2024-07-31 07:55:55+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=4.1K sur Séchoir Industriel / Industrial Dryer. RPM ventilateur: 1112.,HAUTE,357,"Échangeur thermique à plaques, joints viton, boulonnerie inox",6133,2024-07-30 03:55:55+00,6,2024-07-30 15:55:55+00,"""""",HDF,1,1,THERMIQUE,"Alarme surchauffe activée, température process anormalement élevée par rapport à l'ambiante",2024-07-29 03:55:55+00,PREMIERE_FOIS,EN_PRODUCTION,94,311K - Surchauffe,PERTE_RENDEMENT,6968€,0,Défaillance du système de dissipation thermique,HAUTE,80,CORRECTIVE,DEFAILLANCE_THERMIQUE,Dégradation de la pâte thermique sur les composants de puissance,"Vidange et remplissage du circuit de refroidissement, réparation de la fuite identifiée","Filtre HEPA H13, cadre de montage, joint d'étanchéité","Clés Allen, tournevis dynamométrique, pince ampèremétrique",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,CONTROLE_DEBIT_AIR,Planifier nettoyage trimestriel des conduits. Installer capteurs de débit d'air.,Installer des ventilateurs de secours en redondance. Mettre à jour le programme de maintenance préventive.
1035,2025-04-07 15:24:39+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1035,2025-04-06 11:24:39+00,17,VALIDATED,2025-04-07 15:24:39+00,2025-04-08 05:24:39+00,2025-04-08 05:24:39+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=6.2K sur Ventilateur Extraction / Exhaust Fan. RPM ventilateur: 1299.,CRITIQUE,324,"Pâte thermique Arctic MX-6, nettoyant isopropylique, applicateur",6134,2025-04-05 19:24:39+00,15,2025-04-05 22:24:39+00,"""""",HDF,1,0,THERMIQUE,"Alarme surchauffe activée, température process anormalement élevée par rapport à l'ambiante",2025-04-04 07:24:39+00,PREMIERE_FOIS,AU_DEMARRAGE,89,310K - Surchauffe,RISQUE_SECURITE,11986€,1,Défaillance du système de dissipation thermique,CRITIQUE,79,CORRECTIVE,DEFAILLANCE_THERMIQUE,Perte de liquide de refroidissement due à une micro-fuite dans le circuit,Remplacement des filtres à air et calibration du système de ventilation,"Ventilateur axial 120mm, roulements à billes, courroie de transmission","Pompe à vide, manomètre frigorifique, détecteur de fuites",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,MESURE_DELTA_T,Planifier nettoyage trimestriel des conduits. Installer capteurs de débit d'air.,Augmenter la fréquence de nettoyage des filtres. Former les opérateurs à la détection précoce des signes de surchauffe.
1036,2024-12-23 18:00:49+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1036,2024-12-23 16:00:49+00,9,VALIDATED,2024-12-23 18:00:49+00,2024-12-24 11:00:49+00,2024-12-24 11:00:49+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=6.3K sur Compresseur de Refroidissement. RPM ventilateur: 1137.,CRITIQUE,359,"Ventilateur centrifuge 80mm x2, grille de protection, câblage",6135,2024-12-23 06:00:49+00,14,2024-12-23 15:00:49+00,"""""",HDF,1,0,THERMIQUE,"Vibrations excessives du ventilateur, roulements usés",2024-12-22 02:00:49+00,INTERMITTENT,AU_DEMARRAGE,83,310K - Surchauffe,DEGRADATION_QUALITE,10732€,0,Défaillance du système de dissipation thermique,CRITIQUE,99,CORRECTIVE,DEFAILLANCE_THERMIQUE,Dégradation de la pâte thermique sur les composants de puissance,Remplacement du compresseur et recharge en fluide frigorigène,"Compresseur scroll R410A, détendeur, pressostat haute pression","Clé dynamométrique, extracteur de roulements, niveau laser",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_EN_CHARGE,Ajouter points de contrôle thermique dans la checklist de maintenance préventive.,Envisager un upgrade du système de refroidissement pour les machines critiques.
1037,2024-07-21 14:47:31+00,"Défaut HDF résolu. Filtres à air colmatés remplacés, conduits d'aération nettoyés. Débit d'air mesuré conforme aux spécifications. Machine validée pour remise en production.",1037,2024-07-19 19:47:31+00,11,VALIDATED,2024-07-21 14:47:31+00,2024-07-22 05:47:31+00,2024-07-22 05:47:31+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=4K sur Unité Climatisation / HVAC Unit. RPM ventilateur: 1317.,CRITIQUE,264,"Dissipateur cuivre ailettes, vis de fixation thermique, pad thermique",6136,2024-07-19 14:47:31+00,15,2024-07-20 00:47:31+00,"""""",HDF,1,0,THERMIQUE,"Vibrations excessives du ventilateur, roulements usés",2024-07-17 19:47:31+00,RECURRENT,AU_DEMARRAGE,65,306K - Surchauffe,RISQUE_SECURITE,9030€,0,Défaillance du système de dissipation thermique,CRITIQUE,99,CORRECTIVE,DEFAILLANCE_THERMIQUE,Perte de liquide de refroidissement due à une micro-fuite dans le circuit,Remplacement du dissipateur thermique et vérification de la conductivité thermique,"Filtre HEPA H13, cadre de montage, joint d'étanchéité","Oscilloscope, sonde de température PT100, enregistreur de données",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_THERMIQUE,Mettre en place surveillance continue du delta thermique avec alertes automatiques.,Implémenter un monitoring IoT en temps réel des paramètres thermiques.
1038,2025-04-24 08:57:58+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1038,2025-04-23 23:57:58+00,20,VALIDATED,2025-04-24 08:57:58+00,2025-04-25 01:57:58+00,2025-04-25 01:57:58+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=4.2K sur Station Brasage Vague / Wave Solder. RPM ventilateur: 1359.,HAUTE,390,"Compresseur scroll R410A, détendeur, pressostat haute pression",6137,2025-04-23 09:57:58+00,6,2025-04-23 16:57:58+00,"""""",HDF,0,1,THERMIQUE,"Alarme surchauffe activée, température process anormalement élevée par rapport à l'ambiante",2025-04-21 20:57:58+00,PREMIERE_FOIS,EN_CHARGE,89,307K - Surchauffe,RISQUE_SECURITE,10324€,0,Défaillance du système de dissipation thermique,HAUTE,99,CORRECTIVE,DEFAILLANCE_THERMIQUE,"Panne du compresseur de refroidissement, fluide frigorigène insuffisant",Nettoyage haute pression de l'échangeur thermique et remplacement des joints,"Filtre HEPA H13, cadre de montage, joint d'étanchéité","Caméra thermique FLIR, anémomètre, multimètre",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_EN_CHARGE,Mettre en place surveillance continue du delta thermique avec alertes automatiques.,Installer des ventilateurs de secours en redondance. Mettre à jour le programme de maintenance préventive.
1039,2025-02-10 04:53:44+00,"Défaillance de dissipation thermique confirmée. Le delta T°process - T°air était de 7.7K (seuil: 8.6K). Ventilateur principal en sous-régime à 1323 RPM. Remplacement effectué, tests post-intervention conformes. Écart thermique rétabli à 10.2K.",1039,2025-02-08 17:53:44+00,9,VALIDATED,2025-02-10 04:53:44+00,2025-02-11 01:53:44+00,2025-02-11 01:53:44+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=7.7K sur Four de Cuisson / Curing Oven. RPM ventilateur: 1323.,CRITIQUE,120,"Dissipateur cuivre ailettes, vis de fixation thermique, pad thermique",6138,2025-02-08 13:53:44+00,7,2025-02-08 21:53:44+00,"""""",HDF,1,1,THERMIQUE,"Composants déformés par chaleur excessive, traces de brûlure sur PCB",2025-02-08 04:53:44+00,INTERMITTENT,EN_PRODUCTION,82,313K - Surchauffe,ARRET_PRODUCTION,9159€,1,Défaillance du système de dissipation thermique,CRITIQUE,85,CORRECTIVE,DEFAILLANCE_THERMIQUE,Perte de liquide de refroidissement due à une micro-fuite dans le circuit,"Vidange et remplissage du circuit de refroidissement, réparation de la fuite identifiée","Joint torique circuit refroidissement, liquide caloporteur 5L, raccord rapide","Clés Allen, tournevis dynamométrique, pince ampèremétrique",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,CONTROLE_DEBIT_AIR,Mettre en place surveillance continue du delta thermique avec alertes automatiques.,Envisager un upgrade du système de refroidissement pour les machines critiques.
1040,2025-02-18 23:56:51+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1040,2025-02-18 05:56:51+00,3,VALIDATED,2025-02-18 23:56:51+00,2025-02-19 17:56:51+00,2025-02-19 17:56:51+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=7.6K sur Radiateur Process / Process Heater. RPM ventilateur: 1259.,HAUTE,398,"Ventilateur axial 120mm, roulements à billes, courroie de transmission",6139,2025-02-17 14:56:51+00,13,2025-02-17 23:56:51+00,"""""",HDF,1,0,THERMIQUE,"Odeur de surchauffe détectée, fumée légère au niveau du dissipateur",2025-02-17 12:56:51+00,RECURRENT,EN_PRODUCTION,71,308K - Surchauffe,RISQUE_SECURITE,9374€,1,Défaillance du système de dissipation thermique,HAUTE,79,CORRECTIVE,DEFAILLANCE_THERMIQUE,"Défaut de conception du circuit de ventilation, zones mortes thermiques",Remplacement du dissipateur thermique et vérification de la conductivité thermique,"Dissipateur cuivre ailettes, vis de fixation thermique, pad thermique","Pompe à vide, manomètre frigorifique, détecteur de fuites",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,MESURE_DELTA_T,Mettre en place surveillance continue du delta thermique avec alertes automatiques.,Installer des ventilateurs de secours en redondance. Mettre à jour le programme de maintenance préventive.
1041,2024-11-08 06:26:45+00,"Défaut HDF résolu. Filtres à air colmatés remplacés, conduits d'aération nettoyés. Débit d'air mesuré conforme aux spécifications. Machine validée pour remise en production.",1041,2024-11-06 22:26:45+00,17,VALIDATED,2024-11-08 06:26:45+00,2024-11-08 17:26:45+00,2024-11-08 17:26:45+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=6K sur Pompe à Chaleur / Heat Pump. RPM ventilateur: 1285.,CRITIQUE,142,"Ventilateur axial 120mm, roulements à billes, courroie de transmission",6140,2024-11-06 11:26:45+00,16,2024-11-06 22:26:45+00,"""""",HDF,1,0,THERMIQUE,"Liquide de refroidissement en fuite, niveau bas détecté",2024-11-05 00:26:45+00,INTERMITTENT,AU_DEMARRAGE,95,308K - Surchauffe,RISQUE_SECURITE,5395€,1,Défaillance du système de dissipation thermique,CRITIQUE,79,CORRECTIVE,DEFAILLANCE_THERMIQUE,"Défaillance des roulements du ventilateur principal, vitesse de rotation dégradée",Remplacement du ventilateur principal et nettoyage complet des conduits d'aération,"Joint torique circuit refroidissement, liquide caloporteur 5L, raccord rapide","Pompe à vide, manomètre frigorifique, détecteur de fuites",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_EN_CHARGE,Programmer remplacement préventif des ventilateurs tous les 6 mois.,Installer des ventilateurs de secours en redondance. Mettre à jour le programme de maintenance préventive.
1042,2024-07-07 06:37:05+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1042,2024-07-06 05:37:05+00,1,VALIDATED,2024-07-07 06:37:05+00,2024-07-07 20:37:05+00,2024-07-07 20:37:05+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=7.1K sur Tour de Refroidissement / Cooling Tower. RPM ventilateur: 1341.,HAUTE,175,"Dissipateur cuivre ailettes, vis de fixation thermique, pad thermique",6141,2024-07-05 14:37:05+00,16,2024-07-05 21:37:05+00,"""""",HDF,1,0,THERMIQUE,"Liquide de refroidissement en fuite, niveau bas détecté",2024-07-05 12:37:05+00,RECURRENT,AU_DEMARRAGE,76,313K - Surchauffe,RISQUE_SECURITE,7637€,1,Défaillance du système de dissipation thermique,HAUTE,77,CORRECTIVE,DEFAILLANCE_THERMIQUE,Perte de liquide de refroidissement due à une micro-fuite dans le circuit,Installation de ventilateurs additionnels dans les zones mortes identifiées,"Échangeur thermique à plaques, joints viton, boulonnerie inox","Pompe à vide, manomètre frigorifique, détecteur de fuites",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_EN_CHARGE,Ajouter points de contrôle thermique dans la checklist de maintenance préventive.,Implémenter un monitoring IoT en temps réel des paramètres thermiques.
1043,2025-04-07 23:06:10+00,Compresseur de refroidissement défaillant remplacé. Recharge en fluide frigorigène effectuée. Contrôle des pressions et températures conformes. Écart thermique stabilisé à 12.1K.,1043,2025-04-06 15:06:10+00,10,VALIDATED,2025-04-07 23:06:10+00,2025-04-08 13:06:10+00,2025-04-08 13:06:10+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=7.9K sur Condenseur / Condenser. RPM ventilateur: 1144.,CRITIQUE,220,"Ventilateur axial 120mm, roulements à billes, courroie de transmission",6142,2025-04-06 10:06:10+00,13,2025-04-06 18:06:10+00,"""""",HDF,1,0,THERMIQUE,"Odeur de surchauffe détectée, fumée légère au niveau du dissipateur",2025-04-04 22:06:10+00,PREMIERE_FOIS,EN_CHARGE,80,308K - Surchauffe,RISQUE_SECURITE,9761€,0,Défaillance du système de dissipation thermique,CRITIQUE,99,CORRECTIVE,DEFAILLANCE_THERMIQUE,Perte de liquide de refroidissement due à une micro-fuite dans le circuit,"Vidange et remplissage du circuit de refroidissement, réparation de la fuite identifiée","Dissipateur cuivre ailettes, vis de fixation thermique, pad thermique","Oscilloscope, sonde de température PT100, enregistreur de données",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,CONTROLE_DEBIT_AIR,Programmer remplacement préventif des ventilateurs tous les 6 mois.,Implémenter un monitoring IoT en temps réel des paramètres thermiques.
1044,2024-12-05 22:20:54+00,"Intervention corrective HDF réalisée. Cause identifiée: perte d'efficacité du circuit caloporteur. Réparation de la fuite, purge et remplissage. Delta thermique revenu à 11.4K après remise en service.",1044,2024-12-04 02:20:54+00,12,VALIDATED,2024-12-05 22:20:54+00,2024-12-06 19:20:54+00,2024-12-06 19:20:54+00,Surchauffe détectée - dissipation thermique insuffisante. Delta T=6.5K sur Évaporateur / Evaporator. RPM ventilateur: 1256.,CRITIQUE,439,"Filtre HEPA H13, cadre de montage, joint d'étanchéité",6143,2024-12-04 00:20:54+00,5,2024-12-04 11:20:54+00,"""""",HDF,1,0,THERMIQUE,"Capteur thermique en alerte continue, gradient thermique insuffisant",2024-12-03 03:20:54+00,RECURRENT,EN_CHARGE,60,314K - Surchauffe,PERTE_RENDEMENT,12835€,0,Défaillance du système de dissipation thermique,CRITIQUE,86,CORRECTIVE,DEFAILLANCE_THERMIQUE,"Panne du compresseur de refroidissement, fluide frigorigène insuffisant",Application de nouvelle pâte thermique sur tous les composants de puissance,"Pâte thermique Arctic MX-6, nettoyant isopropylique, applicateur","Clés Allen, tournevis dynamométrique, pince ampèremétrique",OPERATIONNELLE,"Vérifier le système de refroidissement, contrôler le débit d'air et la vitesse de rotation des ventilateurs",1,TEST_EN_CHARGE,Mettre en place surveillance continue du delta thermique avec alertes automatiques.,Implémenter un monitoring IoT en temps réel des paramètres thermiques.
