id,nom,emplacement,statut,type,date_derniere_maintenance,date_prochaine_maintenance,image_url,created_at,air_temperature,process_temperature,rotational_speed,torque,tool_wear,zone,sous_zone,ordre
150,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_003,"Bâtiment A, Hall CMS1, Ligne 3, Poste 32",EN PANNE,Nettoyeur Ultrasonique,2025-10-15 09:20:41+00,2026-06-02 18:46:20+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2025-08-01 12:16:56+00,299.73,305.98,1538,39.54,30,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",51
151,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_003,"Bâtiment A, Hall CMS1, Ligne 2, Poste 35",OPERATIONNELLE,Collage / Adhesive Dispenser,2025-11-28 13:31:08+00,2026-05-14 21:10:22+00,https://www.keysight.com/content/dam/keysight/images/products/34461A.png,2025-01-07 00:06:53+00,298.77,308.16,1520,41.75,38,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",52
152,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_003,"Bâtiment A, Hall CMS1, Ligne 3, Poste 17",ARRÊTÉE,Marquage Laser,2026-02-25 20:39:11+00,2026-08-12 04:01:11+00,https://www.nordsonasymtek.com/images/products/Spectrum-S-920N.png,2024-08-25 21:30:18+00,298.53,306.17,1461,38.79,12,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",53
153,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_003,"Bâtiment B, Hall CMS1, Ligne 2, Poste 11",OPERATIONNELLE,Four de Séchage,2025-11-09 16:39:47+00,2026-05-14 04:21:08+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2024-03-17 14:00:52+00,296.05,308.46,1423,44.96,26,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",54
154,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_003,"Bâtiment A, Hall CMS1, Ligne 1, Poste 24",ARRÊTÉE,Découpe Router,2026-02-21 16:18:24+00,2026-09-07 08:26:09+00,https://www.thieme-products.com/Drucksysteme/Maschinen-Detailseite/451/image-thumb__451__draftImage/THIEME-1000-E.png,2024-10-30 18:05:36+00,295.75,308.71,1581,35.56,4,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",55
155,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_003,"Bâtiment A, Hall CMS1, Ligne 1, Poste 44",OPERATIONNELLE,Chargeur de Composants,2025-10-27 06:12:51+00,2026-09-21 05:57:04+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2024-05-16 14:15:20+00,297.19,306.25,1464,44.31,13,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",56
156,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_003,"Bâtiment A, Hall CMS1, Ligne 3, Poste 14",EN MAINTENANCE,Vérification Visuelle,2026-02-14 10:47:07+00,2026-06-07 04:23:21+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2024-03-28 17:46:05+00,295.61,307.31,1561,41.84,9,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",57
157,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_003,"Bâtiment A, Hall CMS1, Ligne 1, Poste 18",EN PANNE,Placement BGA,2025-10-10 17:26:53+00,2026-05-14 12:13:18+00,https://www.yamaha-motor-im.com/wp-content/uploads/YSM20R.jpg,2025-01-09 23:06:17+00,297.7,306.73,1592,36.41,20,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",58
158,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_003,"Bâtiment B, Hall CMS1, Ligne 2, Poste 24",EN MAINTENANCE,Stockage Composants,2026-01-03 02:35:12+00,2026-07-17 12:42:15+00,https://www.vitrox.com/images/products/v810i-aoi-machine.jpg,2025-05-05 14:55:24+00,297.41,306.19,1502,40.96,2,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",59
159,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_003,"Bâtiment B, Hall CMS1, Ligne 1, Poste 12",OPERATIONNELLE,Imprimante Jet d'Encre PCB,2026-01-31 09:43:26+00,2026-05-05 18:58:02+00,https://www.ersa.com/fileadmin/ersa/images/products/reflow-soldering/HOTFLOW-3-20.png,2025-05-07 17:14:11+00,296.9,307.76,1598,42.63,2,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",60
160,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_004,"Bâtiment A, Hall CMS1, Ligne 1, Poste 42",OPERATIONNELLE,Dépileur / Card Loader,2026-01-07 18:03:18+00,2026-07-25 20:05:42+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2025-12-04 01:21:08+00,296.34,305.21,1429,43.97,50,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",61
161,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_004,"Bâtiment B, Hall CMS1, Ligne 2, Poste 26",OPERATIONNELLE,Sérigraphie DEK MPM,2026-01-07 00:36:36+00,2026-06-07 22:06:13+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2025-06-28 17:28:26+00,296.9,306.84,1507,43.35,9,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",62
162,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_004,"Bâtiment A, Hall CMS1, Ligne 3, Poste 33",EN MAINTENANCE,Pick & Place,2025-10-04 22:50:20+00,2026-07-14 23:07:28+00,https://www.rohde-schwarz.com/images/products/test-measurement/fsw-signal-spectrum.jpg,2025-11-15 07:47:07+00,296.01,309.53,1501,40.94,17,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",63
163,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_004,"Bâtiment A, Hall CMS1, Ligne 1, Poste 40",EN MAINTENANCE,Four de Refusion (Reflow Oven),2026-03-23 09:42:56+00,2026-06-07 18:49:53+00,https://www.national-instruments.com/images/products/pxi-vst.png,2025-03-20 03:32:18+00,296.89,308.46,1532,44.25,37,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",64
164,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_004,"Bâtiment A, Hall CMS1, Ligne 2, Poste 23",OPERATIONNELLE,Inspection AOI,2026-02-25 04:01:20+00,2026-06-25 06:41:13+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2025-11-24 01:39:31+00,297.4,305.94,1597,41.08,48,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",65
165,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_004,"Bâtiment A, Hall CMS1, Ligne 1, Poste 28",ARRÊTÉE,Brasage (Wave Soldering),2026-03-11 00:06:14+00,2026-07-14 22:10:56+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2025-08-09 22:54:51+00,297.25,305.06,1568,39.42,46,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",66
166,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CONVOYEUR_TRANSPORT_PCB_004,"Bâtiment A, Hall CMS1, Ligne 3, Poste 31",OPERATIONNELLE,Convoyeur PCB,2026-02-27 19:32:18+00,2026-08-06 15:20:07+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-10-31 01:08:55+00,298,308.79,1566,35.8,44,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",67
167,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_DISTRIBUTEUR_DE_PATE_PASTE_DISPENSER_004,"Bâtiment B, Hall CMS1, Ligne 1, Poste 32",EN MAINTENANCE,Distributeur de Pâte,2025-12-15 18:39:22+00,2026-09-04 20:31:58+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2025-03-29 23:00:54+00,296.45,308.6,1461,39.55,0,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",68
168,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DEPANELISATION_004,"Bâtiment A, Hall CMS1, Ligne 2, Poste 08",EN PANNE,Dépanélisation,2026-02-01 18:19:05+00,2026-09-30 11:59:41+00,https://www.nordson-efd.com/images/products/eq-dispensing-robot.jpg,2024-12-14 23:55:18+00,295.52,305.48,1488,35.72,22,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",69
169,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_RETOUCHE_REWORK_004,"Bâtiment A, Hall CMS1, Ligne 2, Poste 16",EN PANNE,Station de Retouche,2025-12-12 15:38:41+00,2026-05-14 06:07:08+00,https://www.keyence.com/img/products/model/lm/lm-2000_im.jpg,2024-12-24 17:04:05+00,296.03,308.9,1518,40.84,20,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",70
170,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_004,"Bâtiment B, Hall CMS1, Ligne 2, Poste 43",OPERATIONNELLE,Nettoyeur Ultrasonique,2025-10-28 10:40:42+00,2026-07-25 20:00:52+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-03-20 06:34:11+00,295.81,307.54,1531,37.27,12,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",71
171,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_004,"Bâtiment B, Hall CMS1, Ligne 1, Poste 12",EN MAINTENANCE,Collage / Adhesive Dispenser,2026-03-03 10:53:16+00,2026-06-24 23:25:25+00,https://www.chroma.com.tw/images/products/19032-hipot-tester.jpg,2025-06-12 13:09:16+00,298.18,307.68,1581,35.66,16,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",72
172,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_004,"Bâtiment A, Hall CMS1, Ligne 1, Poste 03",EN PANNE,Marquage Laser,2025-11-18 04:38:40+00,2026-06-20 07:43:44+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2024-02-27 02:28:17+00,297.24,305.23,1486,38.95,37,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",73
173,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_004,"Bâtiment B, Hall CMS1, Ligne 1, Poste 41",OPERATIONNELLE,Four de Séchage,2026-02-14 18:58:58+00,2026-09-24 04:13:57+00,https://www.tektronix.com/content/dam/tek/images/products/oscilloscopes/mso4-series.png,2025-09-04 04:31:46+00,299.9,307.36,1545,39.09,31,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",74
174,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_004,"Bâtiment B, Hall CMS1, Ligne 1, Poste 06",EN MAINTENANCE,Découpe Router,2025-12-06 16:39:18+00,2026-07-03 14:59:40+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2024-04-29 19:34:11+00,295.97,307.44,1409,38.67,35,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",75
175,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_004,"Bâtiment B, Hall CMS1, Ligne 1, Poste 34",EN PANNE,Chargeur de Composants,2026-01-21 13:21:02+00,2026-06-02 08:43:13+00,https://www.espec.com/images/products/platinous-series-chamber.jpg,2024-04-28 22:44:00+00,295.49,308.74,1591,42.36,22,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",76
176,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_004,"Bâtiment B, Hall CMS1, Ligne 2, Poste 37",OPERATIONNELLE,Vérification Visuelle,2026-01-25 07:06:32+00,2026-05-11 04:37:08+00,https://www.rohde-schwarz.com/images/products/test-measurement/fsw-signal-spectrum.jpg,2025-09-06 05:32:45+00,296.97,307.92,1525,41.36,24,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",77
177,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_004,"Bâtiment A, Hall CMS1, Ligne 2, Poste 19",OPERATIONNELLE,Placement BGA,2025-10-27 03:29:18+00,2026-08-22 21:06:40+00,https://www.omron.com/global/en/technology/images/vt-s730.jpg,2024-02-23 19:17:47+00,297.46,305.9,1526,37.4,1,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",78
178,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_004,"Bâtiment A, Hall CMS1, Ligne 1, Poste 42",EN PANNE,Stockage Composants,2025-12-01 02:41:15+00,2026-05-26 17:24:47+00,https://www.europlacer.com/images/products/atom-placement.jpg,2025-09-23 13:54:22+00,299.33,306.25,1449,35.87,33,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",79
179,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_004,"Bâtiment A, Hall CMS1, Ligne 2, Poste 45",ARRÊTÉE,Imprimante Jet d'Encre PCB,2026-02-27 16:12:33+00,2026-07-07 21:44:55+00,https://www.nordsonasymtek.com/images/products/Spectrum-S-920N.png,2024-02-20 08:22:14+00,297.56,309.31,1428,43.56,47,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",80
180,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_D_PILEUR_CARD_LOADER_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 16",OPERATIONNELLE,Dépileur / Card Loader,2025-11-03 19:04:50+00,2026-05-31 02:43:48+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2025-01-09 05:45:53+00,298.93,307.11,1577,41.42,1,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",81
181,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_S_RIGRAPHIE_DEK_MPM_005,"Bâtiment A, Hall CMS1, Ligne 2, Poste 02",OPERATIONNELLE,Sérigraphie DEK MPM,2026-02-03 04:23:57+00,2026-08-21 08:40:36+00,https://www.asys-group.com/images/products/divisio-depaneling.jpg,2025-08-04 01:10:00+00,296.27,307.34,1484,43.02,31,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",82
182,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_POSE_PICK_PLACE_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 36",EN MAINTENANCE,Pick & Place,2025-11-23 12:52:42+00,2026-07-08 11:46:38+00,https://www.rohde-schwarz.com/images/products/test-measurement/fsw-signal-spectrum.jpg,2025-09-03 07:50:30+00,298.49,305.84,1533,38.93,13,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",83
183,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_REFUSION_REFLOW_OVEN_005,"Bâtiment A, Hall CMS1, Ligne 3, Poste 10",OPERATIONNELLE,Four de Refusion (Reflow Oven),2025-10-25 20:53:02+00,2026-08-04 23:58:24+00,https://www.national-instruments.com/images/products/pxi-vst.png,2024-07-14 12:55:02+00,296.86,309.86,1445,40.7,30,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",84
184,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_INSPECTION_AOI_AUTOMATIQUE_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 01",EN PANNE,Inspection AOI,2025-12-11 15:00:55+00,2026-06-18 21:28:01+00,https://www.juki.com/smt/products/rs-1r/images/rs-1r-main.png,2024-05-22 05:10:35+00,296.5,307.6,1420,37.38,14,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",85
185,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_BRASAGE_WAVE_SOLDERING_005,"Bâtiment B, Hall CMS1, Ligne 1, Poste 26",OPERATIONNELLE,Brasage (Wave Soldering),2025-10-15 17:48:30+00,2026-06-02 07:14:12+00,https://www.keysight.com/content/dam/keysight/images/products/34461A.png,2024-05-30 21:13:12+00,299.35,305.37,1402,35.22,45,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",86
186,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CONVOYEUR_TRANSPORT_PCB_005,"Bâtiment B, Hall CMS1, Ligne 2, Poste 21",EN MAINTENANCE,Convoyeur PCB,2025-11-30 06:59:38+00,2026-05-12 16:27:51+00,https://www.ipg-photonics.com/images/products/ylr-series-laser.jpg,2024-03-30 06:43:53+00,299.09,309.52,1433,38,37,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",87
187,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_DISTRIBUTEUR_DE_PATE_PASTE_DISPENSER_005,"Bâtiment A, Hall CMS1, Ligne 2, Poste 45",OPERATIONNELLE,Distributeur de Pâte,2025-11-28 21:22:00+00,2026-08-10 08:21:41+00,https://www.fluke.com/content/dam/fluke/products/8845a-8846a-multimeter.png,2024-01-13 11:35:00+00,295.07,308.21,1442,41.01,7,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",88
188,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DEPANELISATION_005,"Bâtiment B, Hall CMS1, Ligne 1, Poste 13",EN PANNE,Dépanélisation,2026-03-09 10:08:25+00,2026-06-24 08:34:05+00,https://www.koh-young.com/images/products/zenith-3d-spi.jpg,2024-08-07 05:15:14+00,298.6,305.25,1400,38.95,49,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",89
189,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_RETOUCHE_REWORK_005,"Bâtiment B, Hall CMS1, Ligne 2, Poste 10",ARRÊTÉE,Station de Retouche,2025-12-03 09:15:41+00,2026-08-06 01:32:38+00,https://www.irtec.com/images/products/laser-marking-system.jpg,2024-07-01 16:09:29+00,297.28,309.2,1411,35.97,18,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",90
190,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_NETTOYEUR_ULTRASONIQUE_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 14",OPERATIONNELLE,Nettoyeur Ultrasonique,2025-12-11 19:26:12+00,2026-07-09 22:37:15+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2025-05-20 23:27:14+00,298.72,309.33,1477,40.43,28,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",91
191,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_COLLAGE_ADHESIVE_DISPENSER_005,"Bâtiment A, Hall CMS1, Ligne 3, Poste 24",EN PANNE,Collage / Adhesive Dispenser,2025-10-26 20:43:30+00,2026-09-22 04:48:37+00,https://www.branson-ultrasonics.com/images/products/ultrasonic-cleaner.jpg,2025-06-08 00:19:01+00,299.95,306.47,1452,40.6,13,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",92
192,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_MARQUAGE_LASER_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 09",OPERATIONNELLE,Marquage Laser,2025-12-19 13:57:47+00,2026-07-27 05:15:21+00,https://www.mycronic.com/globalassets/products/my700-jet-printer.jpg,2025-10-14 13:12:37+00,298.45,305.69,1475,35.97,4,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",93
193,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_FOUR_DE_SECHAGE_DRYING_OVEN_005,"Bâtiment A, Hall CMS1, Ligne 2, Poste 24",EN PANNE,Four de Séchage,2025-10-08 15:07:38+00,2026-05-10 12:24:03+00,https://www.thieme-products.com/Drucksysteme/Maschinen-Detailseite/451/image-thumb__451__draftImage/THIEME-1000-E.png,2025-12-20 12:20:52+00,296.61,308.11,1474,37.19,20,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",94
194,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_DECOUPE_ROUTER_005,"Bâtiment A, Hall CMS1, Ligne 3, Poste 02",EN MAINTENANCE,Découpe Router,2026-02-15 23:53:26+00,2026-09-10 18:58:47+00,https://www.smtnet.com/media/images/dek-horizon-03ix-screen-printer.jpg,2024-08-31 16:50:27+00,298.87,307.6,1410,39.26,34,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",95
195,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_CHARGEUR_DE_COMPOSANTS_FEEDER_005,"Bâtiment B, Hall CMS1, Ligne 2, Poste 43",EN MAINTENANCE,Chargeur de Composants,2025-10-07 04:39:23+00,2026-05-09 03:25:02+00,https://www.fluke.com/content/dam/fluke/products/8845a-8846a-multimeter.png,2024-02-04 07:09:59+00,296.56,306.8,1541,37.56,21,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",96
196,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_STATION_DE_VERIFICATION_VISUELLE_005,"Bâtiment A, Hall CMS1, Ligne 1, Poste 01",EN MAINTENANCE,Vérification Visuelle,2025-12-10 20:41:17+00,2026-09-24 07:14:32+00,https://www.panasonic-id.com/products/smt/npm-dx/images/npm-dx-main.jpg,2025-01-03 14:05:48+00,299.57,306.99,1561,37.92,15,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",97
197,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_MACHINE_DE_PLACEMENT_BGA_005,"Bâtiment A, Hall CMS1, Ligne 2, Poste 23",OPERATIONNELLE,Placement BGA,2026-02-13 11:31:09+00,2026-09-26 13:00:22+00,https://www.seho.de/fileadmin/images/products/SelectLine-C.png,2025-12-22 19:02:53+00,299.57,306.44,1453,41.02,20,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",98
198,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_SYSTEME_DE_STOCKAGE_COMPOSANTS_005,"Bâtiment A, Hall CMS1, Ligne 3, Poste 18",EN MAINTENANCE,Stockage Composants,2026-01-20 19:58:33+00,2026-08-13 00:13:14+00,https://www.chroma.com.tw/images/products/19032-hipot-tester.jpg,2024-05-13 13:10:00+00,297.46,308.26,1567,39.63,39,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",99
199,ZONE_CMS1_CMS_LINE_1_E_G_BBS_BROADBAND_PRODUCTS_IMPRIMANTE_JET_ENCRE_PCB_005,"Bâtiment B, Hall CMS1, Ligne 1, Poste 19",OPERATIONNELLE,Imprimante Jet d'Encre PCB,2025-12-07 01:02:20+00,2026-08-07 21:19:55+00,https://www.tektronix.com/content/dam/tek/images/products/oscilloscopes/mso4-series.png,2024-06-30 15:09:50+00,299.69,306.06,1543,39.24,22,ZONE CMS1 - COMPONENT SURFACE MOUNTING,"CMS LINE 1 (e.g., BBS - Broadband Products)",100
